20190212224849	7.7959	62.0468	-4	1	2.2
20190212224849	7.9728	61.9291	-4	3	2.6
20190212224849	8.6804	62.0552	-2	1	6.5
20190214082504	9.2388	65.3934	109	1	0.4
20190214082631	9.2616	65.4061	77	1	0.4
20190214083839	9.7389	65.476	141	2	0.5
20190214101245	16.2824	67.5654	17	1	0.9
20190218141319	9.0601	65.0417	-7	1	0.5
20190218141556	9.1564	65.0297	63	1	0.3
20190218141933	9.2204	65.066	41	1	0.4
20190220140028	27.4081	55.9662	-16	3	0.9
20190224053033	14.5175	66.7468	-6	1	0.3
20190224062533	10.9034	64.9125	-4	1	0.4
20190224063205	10.7076	64.7509	24	2	0.3
20190224090101	15.4902	64.6325	-4	1	5.9
20190224091434	12.9779	66.1916	-10	1	1.4
20190224093150	10.0202	65.9119	130	2	0.4
